ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
125,4,4,NA,2,2,66,2,4,4,1,3,1,3,1,1,3,NA,5,NA,1,2,1,3,NA,3,3,2,2,3,7,1,2,3,1,3,4,NA,NA,1,4,NA,NA,NA,NA,NA,2,NA
126,1,1,4,2,2,36,2,1,2,2,NA,2,1,1,2,2,2,NA,1,2,2,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,2,3,1,1,2,NA,NA
127,1,1,2,2,2,53,1,3,2,2,2,NA,2,2,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,2,1,1,3,4,1,2,1,1,NA,NA,NA,NA,NA,NA,2
128,1,1,4,13,5,40,2,1,3,1,1,2,2,2,2,3,3,NA,2,2,1,2,2,1,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
129,1,5,NA,1,3,34,2,3,4,1,2,1,2,1,1,2,NA,4,NA,1,2,2,2,2,3,2,2,3,5,5,2,3,4,1,1,2,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
130,2,1,7,6,3,58,1,2,4,2,2,NA,2,NA,5,2,2,3,NA,1,2,1,3,1,1,3,1,6,7,7,2,3,2,2,3,2,NA,NA,5,1,9,9,2,NA,NA,NA,NA
131,4,1,7,4,1,62,1,3,2,1,2,2,2,2,2,3,1,NA,2,2,2,1,1,1,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,2,NA,NA,NA
132,1,1,6,2,0,24,2,4,7,1,2,NA,2,1,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,3,2,1,1,4,1,2,5,1,NA,NA,NA,NA,NA,NA,1
133,5,3,NA,4,2,72,2,2,1,2,1,1,1,1,5,1,NA,2,NA,2,2,2,3,3,1,3,1,4,5,7,1,4,2,1,1,4,NA,NA,4,2,5,5,2,1,NA,NA,NA
134,1,1,NA,2,1,32,2,2,4,1,2,1,2,NA,1,3,NA,NA,1,2,2,1,3,3,3,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,3,NA,NA,NA
135,1,5,NA,0,0,29,1,3,2,NA,2,NA,4,1,4,2,NA,2,NA,1,2,1,1,2,2,3,2,6,2,3,2,2,4,1,3,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
136,1,5,NA,3,3,34,1,2,2,2,3,2,2,1,1,3,NA,NA,1,1,2,1,3,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,NA,NA,NA
137,4,5,NA,2,4,36,2,2,4,2,1,1,1,1,1,2,NA,4,NA,2,1,2,2,2,2,2,2,1,4,6,1,5,2,1,1,4,NA,NA,2,9,5,1,1,2,NA,2,NA
138,5,1,5,10,3,74,1,2,5,2,2,2,2,1,1,2,1,NA,1,2,1,2,1,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
139,1,1,1,3,2,49,2,3,6,1,3,2,4,1,5,2,1,3,NA,1,2,2,2,2,2,2,1,5,5,7,1,2,1,1,NA,4,NA,NA,1,1,3,3,2,2,2,2,NA
140,1,3,NA,2,2,60,1,2,1,1,2,NA,4,2,6,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,1,1,2,4,3,2,1,3,NA,NA,NA,NA,NA,NA,1
141,2,3,NA,2,3,78,1,3,7,1,2,2,1,1,3,3,NA,NA,3,2,2,1,1,1,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,6,1,2,1,7,NA,NA
142,2,5,NA,4,2,39,2,3,4,1,NA,2,2,1,5,2,NA,3,NA,2,1,2,3,3,2,3,2,4,4,6,2,3,2,1,1,4,NA,NA,4,3,NA,NA,NA,NA,NA,2,NA
143,5,3,NA,1,2,73,1,3,4,1,NA,2,3,NA,5,3,NA,2,NA,2,3,1,2,NA,1,3,2,7,7,7,1,2,2,1,2,4,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA
144,2,2,NA,4,2,67,2,1,5,2,NA,2,2,1,1,2,NA,NA,2,1,2,2,2,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,NA,1,NA,NA
145,5,4,NA,8,0,82,2,NA,6,1,3,2,2,1,5,3,NA,NA,2,2,3,2,NA,1,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,1,3,NA,NA,NA
146,5,5,NA,4,1,64,2,2,2,NA,3,1,1,1,1,2,NA,3,NA,1,2,1,1,1,1,1,1,3,4,7,1,5,NA,1,1,NA,NA,NA,4,7,5,5,2,1,NA,2,NA
147,7,1,1,12,4,61,2,3,6,2,1,2,3,1,2,2,1,5,NA,2,1,2,3,NA,2,NA,2,6,7,7,2,3,3,2,1,2,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
148,1,5,NA,7,0,22,1,3,2,1,1,NA,4,2,6,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,NA,2,1,1,2,4,1,2,5,4,NA,NA,NA,NA,NA,NA,1
149,1,5,NA,3,1,27,2,3,4,2,2,1,1,1,2,2,NA,NA,1,2,1,2,2,3,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,2,1,NA,NA
150,1,4,NA,5,2,41,1,5,4,NA,2,NA,2,1,2,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,2,3,1,1,4,3,1,2,3,NA,NA,NA,NA,NA,NA,1
151,2,5,NA,5,3,33,2,2,6,2,2,2,4,1,2,3,NA,3,NA,2,1,2,2,2,1,2,2,1,7,7,2,2,3,1,1,4,NA,NA,3,2,NA,NA,NA,NA,NA,2,NA
152,7,5,NA,7,5,49,2,2,2,2,1,2,2,2,2,2,NA,NA,2,1,2,2,2,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,6,2,1,NA,NA,NA
153,1,5,NA,1,0,22,1,3,2,1,3,NA,2,1,2,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,3,3,1,1,4,1,2,4,2,NA,NA,NA,NA,NA,NA,2
154,1,1,4,11,2,42,2,1,6,2,2,2,1,2,2,1,1,4,NA,2,1,2,2,3,1,2,1,6,6,7,2,3,1,1,1,4,NA,NA,5,1,5,6,1,3,NA,1,NA
155,2,5,NA,8,3,28,2,1,4,2,2,2,2,1,3,2,NA,NA,2,2,1,2,2,2,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
156,5,2,NA,2,2,66,2,3,4,2,2,2,1,1,2,1,NA,2,NA,1,2,1,1,1,1,2,1,3,5,7,1,2,3,1,1,3,NA,NA,2,0,1,6,2,1,NA,2,NA
157,6,5,NA,1,0,35,2,2,1,2,2,1,4,1,1,3,NA,NA,2,2,1,2,2,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,3,3,2,1,NA,NA,NA
158,4,5,NA,5,0,52,1,3,4,2,2,2,1,NA,2,2,NA,2,NA,2,1,2,2,1,2,3,2,4,5,7,1,2,2,1,1,3,NA,NA,5,2,NA,NA,NA,NA,NA,2,NA
159,1,3,NA,2,1,63,1,3,6,2,1,1,2,1,3,2,NA,NA,1,1,2,1,2,3,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,3,3,1,1,NA,NA,NA
160,1,5,NA,1,1,31,1,3,4,1,2,2,4,NA,3,1,NA,2,NA,1,2,1,3,3,2,3,1,2,2,3,1,2,3,1,3,4,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA
161,7,1,1,1,1,29,2,4,2,1,NA,2,1,1,5,1,1,NA,1,2,2,2,NA,NA,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,2,2,NA,NA
162,1,4,NA,6,1,50,1,4,4,1,2,NA,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,2,1,1,1,4,1,2,5,2,NA,NA,NA,NA,NA,NA,2
163,1,5,NA,3,4,47,1,1,5,1,2,1,2,1,2,2,NA,NA,1,2,1,2,2,1,2,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,1,NA,NA,NA
164,1,3,NA,7,2,65,2,2,2,2,NA,1,2,NA,2,2,NA,NA,2,1,2,3,1,2,2,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,NA,NA,NA
165,1,1,2,1,2,62,1,4,5,1,3,1,1,2,3,2,1,2,NA,2,2,1,1,1,3,3,1,3,4,6,1,2,4,2,3,4,NA,NA,3,2,6,5,1,1,NA,1,NA
166,6,5,NA,1,0,18,2,3,2,1,1,NA,1,NA,1,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,4,1,1,3,4,1,2,3,3,NA,NA,NA,NA,NA,NA,1
167,7,5,NA,1,0,40,2,3,1,2,3,1,4,1,2,3,NA,5,NA,2,1,2,3,3,3,2,2,5,7,7,1,2,2,1,3,4,NA,NA,5,1,NA,NA,NA,NA,NA,2,NA
168,1,5,NA,3,0,28,2,4,4,NA,NA,1,3,1,4,2,NA,NA,2,1,1,2,1,1,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,1,2,NA,NA
169,1,5,NA,1,0,24,1,5,4,2,1,2,1,1,1,2,NA,1,NA,1,2,1,2,2,2,2,2,3,2,3,1,3,3,1,3,NA,NA,NA,1,1,1,3,2,1,2,2,NA
170,1,1,2,1,1,40,1,3,4,2,NA,1,2,2,6,2,2,NA,2,2,2,1,2,3,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,1,1,3,NA,NA
171,5,2,NA,2,2,77,2,NA,2,2,2,2,3,NA,2,1,NA,4,NA,1,1,1,2,2,2,2,2,3,2,7,2,2,3,1,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA
172,2,5,NA,3,0,24,2,3,3,1,2,NA,4,2,6,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,4,2,1,2,4,1,2,5,1,NA,NA,NA,NA,NA,NA,2
173,6,5,NA,2,0,21,2,4,4,2,1,1,4,1,6,2,NA,NA,1,2,2,2,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,NA,NA,NA
174,6,5,NA,2,0,22,2,4,5,1,3,NA,3,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,3,4,1,3,4,1,2,3,3,NA,NA,NA,NA,NA,NA,2
175,6,5,NA,2,0,24,1,4,4,1,2,1,2,1,5,1,NA,1,NA,2,1,2,2,1,1,1,2,5,2,3,1,3,2,1,2,4,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA
176,1,5,NA,1,0,22,1,3,NA,1,1,NA,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,3,1,1,2,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1
177,2,5,NA,1,0,21,1,1,5,1,3,1,4,1,6,1,NA,3,NA,1,1,2,2,3,3,2,1,2,3,7,2,2,1,1,3,4,NA,NA,5,1,5,3,2,1,NA,1,NA
178,5,3,NA,8,3,67,1,2,2,2,1,1,1,1,1,2,NA,NA,1,2,1,2,2,1,3,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,4,4,1,3,2,NA,NA
179,1,1,1,5,1,32,2,4,6,1,2,2,1,1,1,1,1,1,NA,1,2,1,2,1,2,3,2,3,4,7,2,2,3,1,2,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
180,1,1,2,3,4,38,1,2,7,2,2,2,2,2,2,2,1,NA,1,2,2,2,2,3,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,NA,NA,NA
181,7,1,1,3,3,55,2,2,6,1,2,NA,1,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,3,2,1,1,4,1,1,3,3,NA,NA,NA,NA,NA,NA,2
182,1,3,NA,3,3,40,1,1,4,1,2,2,2,2,5,3,NA,NA,2,2,1,2,2,3,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,1,1,NA,NA,NA
183,1,1,7,2,2,38,1,4,6,1,2,2,1,1,1,1,1,NA,1,1,1,2,3,2,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,6,3,2,1,NA,NA,NA
184,7,3,NA,0,1,52,1,3,4,1,2,NA,NA,2,4,2,NA,NA,3,2,1,2,3,NA,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,1,1,NA,NA,NA
185,7,1,1,2,4,34,2,3,4,1,2,NA,1,1,1,2,2,1,NA,1,2,2,2,1,2,2,3,1,7,7,1,3,2,1,2,3,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA
186,1,5,NA,2,0,22,2,3,3,2,3,2,2,1,2,2,NA,3,NA,1,1,2,2,2,3,3,2,5,1,2,1,3,1,1,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
187,1,1,1,1,2,56,1,4,4,NA,3,NA,4,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,NA,2,3,1,3,4,1,1,1,1,NA,NA,NA,NA,NA,NA,2
188,1,3,NA,4,2,60,2,3,5,2,1,2,2,2,2,2,NA,NA,2,1,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,1,2,1,3,39,1,3,5,1,NA,2,2,1,4,1,1,NA,2,1,1,2,2,2,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,6,3,2,1,2,NA,NA
190,2,1,1,3,0,33,2,2,5,1,2,NA,2,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,NA,2,3,1,3,4,1,2,4,2,NA,NA,NA,NA,NA,NA,1
191,5,1,5,6,1,67,1,2,4,2,3,1,2,1,1,2,1,3,NA,1,2,1,2,2,1,1,1,2,5,7,3,NA,3,1,2,3,NA,NA,1,2,5,5,2,1,NA,NA,NA
192,1,3,NA,4,2,51,1,3,5,1,2,2,4,2,6,2,NA,NA,1,2,2,1,1,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,5,5,2,1,NA,NA,NA
193,4,1,1,1,1,65,1,1,2,2,3,NA,4,2,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,NA,3,3,1,1,4,1,1,1,4,NA,NA,NA,NA,NA,NA,2
194,1,5,NA,6,0,42,2,3,5,2,3,2,4,1,2,2,NA,2,NA,1,2,1,1,1,1,1,1,4,5,7,1,2,1,1,3,4,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA
195,7,1,1,4,3,65,2,3,4,1,NA,1,2,1,5,3,1,1,NA,1,2,1,3,2,3,3,2,2,5,7,2,3,1,1,NA,4,NA,NA,3,4,5,5,1,1,NA,1,NA
196,6,1,2,6,2,25,2,1,4,1,1,NA,1,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,2,1,2,4,1,1,5,3,NA,NA,NA,NA,NA,NA,1
197,4,2,NA,0,8,36,2,3,5,1,1,1,2,1,2,2,NA,3,NA,2,1,2,2,3,2,1,2,4,5,6,2,3,2,1,1,2,NA,NA,3,4,NA,NA,NA,NA,NA,1,NA
198,1,3,NA,1,2,38,2,3,2,1,2,2,1,1,2,1,NA,NA,1,1,1,2,1,1,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,NA,NA,NA
199,6,5,NA,2,0,18,1,3,3,2,2,NA,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,2,1,1,1,1,2,5,2,NA,NA,NA,NA,NA,NA,2
200,1,5,NA,9,0,38,1,5,1,2,3,1,2,2,4,1,NA,NA,1,2,2,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,6,5,2,1,NA,NA,NA
201,2,1,2,8,4,41,2,5,3,2,1,2,2,1,2,1,1,NA,1,2,1,1,2,1,1,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,NA,NA,NA
202,1,5,NA,0,0,20,1,4,2,1,1,NA,4,1,4,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,2,7,NA,2,1,1,2,4,1,2,4,1,NA,NA,NA,NA,NA,NA,2
203,4,3,NA,1,1,39,1,5,1,1,1,2,4,1,3,2,NA,1,NA,1,2,1,1,2,1,2,1,1,3,2,1,3,1,1,2,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
204,6,1,1,1,2,25,2,3,5,1,2,2,2,2,5,2,1,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,3,2,2,1,2,NA,NA
205,1,1,7,8,0,57,1,2,5,1,2,2,2,2,5,2,2,2,NA,2,2,1,2,2,2,2,2,4,4,6,1,3,2,1,1,3,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
206,2,1,1,5,5,61,2,4,2,1,1,NA,2,1,4,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,NA,3,3,1,1,4,1,2,4,9,NA,NA,NA,NA,NA,NA,2
207,1,5,NA,2,0,31,1,3,3,2,2,1,2,1,3,2,NA,NA,2,1,2,1,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,2,NA,NA
208,5,5,NA,3,0,62,2,3,5,2,2,2,2,NA,1,2,NA,NA,2,2,1,1,2,2,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,NA,NA,3,3,2,1,3,NA,NA
209,2,5,NA,8,0,30,1,NA,2,NA,3,NA,4,2,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,NA,2,2,1,1,4,1,2,5,1,NA,NA,NA,NA,NA,NA,2
210,1,2,NA,3,3,68,2,4,7,1,2,NA,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,NA,8,4,NA,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,1
211,1,1,2,6,0,50,1,1,4,1,1,1,2,1,1,2,1,NA,1,2,2,1,2,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,NA,NA,5,5,1,1,NA,NA,NA
212,1,5,NA,1,0,27,1,3,1,2,1,2,1,1,2,2,NA,NA,3,1,2,2,1,2,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,3,3,1,1,NA,NA,NA
213,1,5,NA,3,1,30,1,2,2,2,3,1,1,2,2,2,NA,NA,1,2,1,1,1,1,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,2,NA,NA
214,7,1,5,0,4,65,2,2,6,1,2,2,2,NA,2,2,2,NA,1,1,2,2,2,1,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,1,1,NA,NA
215,2,1,1,1,2,65,2,4,3,2,3,2,2,NA,4,2,1,1,NA,1,2,2,2,2,2,3,2,1,2,7,3,2,2,1,2,4,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA
216,1,1,2,2,2,36,1,4,2,2,1,1,4,2,6,2,1,NA,2,1,2,1,2,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,3,NA,NA
217,4,1,2,1,5,72,1,2,6,1,2,2,1,1,1,3,2,3,NA,1,2,2,2,1,2,3,2,4,5,7,2,3,4,2,2,1,NA,NA,5,3,3,3,2,1,NA,1,NA
218,7,1,1,4,1,27,2,3,3,2,2,2,2,NA,2,2,1,NA,1,1,1,2,3,3,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
219,2,1,7,4,3,22,1,3,2,2,3,NA,1,1,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,4,2,1,1,4,1,2,5,4,NA,NA,NA,NA,NA,NA,1
220,7,1,1,9,3,33,2,2,4,1,1,2,2,1,2,2,2,1,NA,2,1,2,2,2,2,3,2,4,6,7,1,2,2,1,3,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
221,1,1,7,7,4,35,1,2,5,NA,1,NA,1,NA,4,2,2,NA,2,3,3,3,NA,1,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,8,8,2,NA,NA,NA,NA
222,7,1,1,2,1,54,2,3,3,1,2,NA,2,1,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,7,NA,8,1,1,3,4,2,1,5,6,NA,NA,NA,NA,NA,NA,NA
223,6,5,NA,3,0,18,1,3,4,2,1,1,4,2,5,1,NA,NA,2,3,3,2,2,3,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,NA,NA,NA
224,2,5,NA,2,3,38,2,2,4,1,2,NA,3,1,1,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,NA,2,1,1,2,1,1,2,4,3,NA,NA,NA,NA,NA,NA,1
225,2,1,1,3,4,67,2,3,6,1,3,NA,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,6,7,NA,3,4,1,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,1
226,1,1,1,5,0,48,1,3,4,1,2,1,2,1,5,2,1,2,NA,1,2,1,2,2,2,2,2,5,5,5,1,2,3,1,2,4,NA,NA,1,3,1,3,2,1,NA,2,NA
227,5,1,7,3,0,64,1,3,2,1,3,NA,4,2,6,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,NA,2,3,1,3,4,2,1,1,3,NA,NA,NA,NA,NA,NA,2
228,5,2,NA,2,2,89,2,3,4,NA,2,NA,2,2,5,2,NA,NA,1,2,3,2,2,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,6,1,1,1,3,NA,NA
229,1,1,4,2,2,48,2,1,5,NA,NA,2,1,NA,1,1,1,2,NA,3,2,1,NA,2,NA,3,2,3,5,7,2,8,4,1,NA,3,NA,NA,5,0,NA,NA,NA,NA,NA,2,NA
230,7,1,1,10,2,44,2,3,4,NA,2,NA,2,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,7,NA,2,3,1,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,2
231,1,1,7,1,0,42,1,3,4,1,2,NA,2,1,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,NA,2,2,1,1,4,1,2,2,3,NA,NA,NA,NA,NA,NA,2
232,7,1,1,3,1,26,2,2,4,2,2,2,1,1,1,1,3,1,NA,2,2,2,2,1,1,3,1,2,3,7,3,3,2,1,1,2,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA
233,7,3,NA,1,4,68,2,3,5,1,2,1,1,2,2,1,NA,NA,1,1,2,2,1,2,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,NA,5,5,1,3,NA,NA,NA
234,2,5,NA,11,1,61,2,2,3,2,1,2,1,1,2,1,NA,NA,1,1,2,1,2,2,1,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,4,1,1,NA,NA,NA
235,1,1,5,11,4,34,1,4,4,1,2,2,4,1,1,1,1,2,NA,1,1,2,2,2,2,2,1,4,5,7,3,4,2,1,2,4,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA
236,7,1,1,NA,2,35,2,1,4,2,2,NA,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,NA,2,3,1,1,4,1,2,1,2,NA,NA,NA,NA,NA,NA,2
237,1,5,NA,1,2,53,1,3,5,2,3,NA,1,1,2,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,8,3,1,3,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA
238,1,5,NA,3,4,32,1,3,4,1,1,NA,2,1,2,1,NA,NA,1,2,1,2,2,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
239,5,1,5,2,2,61,1,3,5,1,2,2,2,1,2,2,2,NA,2,2,1,2,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,NA,NA,NA,NA
240,4,1,7,2,2,28,1,3,4,1,2,NA,2,NA,3,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,2,4,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2
241,1,1,2,5,1,39,1,3,3,1,3,1,3,1,1,1,1,2,NA,2,3,2,3,2,2,3,2,3,3,4,2,4,NA,1,3,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA
242,1,1,7,7,4,61,1,3,5,1,2,NA,2,2,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,4,3,1,2,4,1,2,1,2,NA,NA,NA,NA,NA,NA,2
243,1,1,1,4,3,65,1,4,6,1,2,2,2,1,4,2,1,2,NA,3,1,2,2,2,2,3,2,2,2,5,3,8,2,1,3,3,NA,NA,1,1,10,NA,2,1,3,2,NA
244,1,1,1,2,0,34,1,5,5,1,NA,NA,2,1,3,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,2,NA,1,1,3,2,2,1,0,NA,NA,NA,NA,NA,NA,2
245,5,2,NA,1,2,87,1,3,3,1,2,1,3,NA,5,2,NA,NA,2,2,2,2,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,6,2,1,NA,NA,NA
246,6,5,NA,1,0,24,1,2,4,NA,3,1,1,NA,6,2,NA,NA,2,1,2,1,1,3,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,8,9,2,1,NA,NA,NA
247,2,5,NA,3,1,39,2,3,1,1,1,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,3,1,1,1,3,1,2,4,5,NA,NA,NA,NA,NA,NA,2
248,5,1,5,5,8,76,2,2,NA,NA,NA,2,2,1,1,2,2,4,NA,1,2,2,2,2,1,2,2,6,7,7,1,2,2,2,2,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA
