ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
1049,5,5,NA,4,2,47,2,3,NA,1,2,1,2,2,2,1,NA,NA,3,2,1,2,NA,3,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,5,5,1,NA,NA,NA,NA
1050,7,5,NA,3,8,59,2,3,5,2,2,NA,2,1,4,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,7,NA,3,3,1,2,4,1,2,5,12,NA,NA,NA,NA,NA,NA,2
1051,1,1,1,3,2,46,1,3,3,1,2,1,2,1,NA,1,1,NA,1,1,1,2,3,2,3,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,3,2,NA,NA,NA,NA
1052,5,2,NA,5,2,88,1,3,NA,1,2,NA,1,NA,5,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,NA,2,4,2,2,4,NA,2,4,5,NA,NA,NA,NA,NA,NA,NA
1053,7,2,NA,2,4,46,2,3,4,1,2,NA,2,1,3,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,NA,2,2,1,1,4,2,2,3,2,NA,NA,NA,NA,NA,NA,1
1054,6,5,NA,1,0,23,1,3,2,2,3,NA,2,1,5,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,2,3,1,2,4,1,2,1,2,NA,NA,NA,NA,NA,NA,2
1055,2,5,NA,1,0,24,1,3,4,1,2,1,4,2,6,1,NA,1,NA,1,2,2,2,2,2,2,1,5,2,2,1,3,1,1,3,4,NA,NA,2,2,3,3,2,1,2,1,NA
1056,5,3,NA,4,2,63,2,3,6,1,2,1,1,1,1,1,NA,NA,1,2,1,2,3,2,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1057,1,3,NA,1,0,67,2,4,6,1,NA,NA,4,NA,6,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,NA,NA,2,1,NA,4,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
1058,1,1,1,2,0,28,2,4,5,1,2,2,4,1,1,1,1,NA,1,2,1,2,2,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,1,3,NA,NA
1059,2,1,1,6,2,30,2,3,2,1,2,NA,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,NA,2,1,1,NA,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA
1060,2,5,NA,2,0,19,1,3,3,2,1,2,4,2,6,3,NA,3,NA,2,1,2,1,3,2,3,2,1,3,7,1,1,3,1,1,3,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA
1061,1,3,NA,3,2,42,2,3,NA,NA,2,NA,2,NA,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,2,1,1,3,4,1,1,4,0,NA,NA,NA,NA,NA,NA,1
1062,1,1,7,3,3,57,1,2,4,1,3,NA,3,NA,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,3,3,1,NA,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA
1063,5,5,NA,2,0,64,1,2,2,2,NA,1,4,NA,6,3,NA,1,NA,1,2,2,3,3,2,2,2,2,4,5,2,2,3,1,NA,3,NA,NA,1,4,3,3,2,1,4,1,NA
1064,2,1,2,2,2,63,1,2,4,1,2,NA,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,3,4,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,2
1065,2,5,NA,5,0,22,2,3,4,1,3,1,2,1,3,2,NA,2,NA,2,2,2,2,3,2,3,1,1,1,5,1,4,2,1,2,3,NA,NA,5,1,NA,NA,NA,NA,NA,2,NA
1066,1,5,NA,2,0,28,1,3,4,1,2,NA,2,1,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,2,2,1,3,4,2,2,3,2,NA,NA,NA,NA,NA,NA,2
1067,1,1,1,1,0,28,1,2,5,2,2,2,1,2,2,2,2,3,NA,2,2,2,2,1,1,3,2,7,6,7,2,4,2,1,3,4,NA,NA,5,1,NA,NA,NA,NA,NA,2,NA
1068,4,3,NA,3,4,51,1,3,6,2,2,2,1,1,2,2,NA,NA,1,2,2,1,2,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,1,5,2,2,NA,NA,NA
1069,1,5,NA,16,3,37,2,3,2,1,1,NA,1,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,1
1070,1,5,NA,5,2,37,2,3,4,1,2,2,2,1,2,2,NA,3,NA,2,1,2,2,2,3,2,2,5,4,6,2,2,2,1,NA,3,NA,NA,1,5,1,5,1,2,1,1,NA
1071,3,5,NA,6,3,28,2,1,4,2,NA,NA,2,NA,5,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,NA,3,2,1,3,1,1,2,3,3,NA,NA,NA,NA,NA,NA,1
1072,7,1,7,1,4,60,2,3,4,1,2,2,2,1,1,1,1,NA,3,2,1,2,2,2,3,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,NA,NA,NA,NA
1073,4,5,NA,5,1,31,1,4,4,2,2,1,2,1,1,2,NA,1,NA,2,1,1,2,2,3,3,1,1,2,7,1,2,2,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1,NA
1074,5,5,NA,7,2,57,2,3,5,1,3,2,1,2,1,3,NA,NA,2,2,1,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,3,NA,NA,NA
1075,7,1,1,1,1,NA,2,4,6,2,3,NA,NA,1,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,2,2,1,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA
1076,1,5,NA,2,0,30,1,3,2,2,3,1,2,1,5,2,NA,NA,2,1,2,1,2,2,3,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,3,NA,NA
1077,1,1,1,2,1,51,2,3,4,1,2,NA,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,8,3,1,NA,4,1,1,1,2,NA,NA,NA,NA,NA,NA,2
1078,1,1,1,1,0,31,2,4,5,1,2,1,1,1,4,2,1,NA,2,2,2,2,2,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,3,NA,NA
1079,7,1,1,4,0,56,2,3,3,1,2,NA,4,2,6,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,2,2,1,2,4,1,2,3,5,NA,NA,NA,NA,NA,NA,1
1080,1,1,7,1,5,49,1,3,6,1,3,1,1,1,1,1,1,NA,1,1,2,1,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,6,6,2,1,1,NA,NA
1081,2,5,NA,4,0,19,2,2,5,1,2,2,4,1,2,2,NA,2,NA,2,1,2,2,3,1,3,2,3,3,7,1,3,2,1,1,3,NA,NA,3,1,3,3,2,1,NA,2,NA
1082,1,1,1,1,0,48,1,3,5,2,2,2,2,1,2,2,2,NA,2,2,1,2,1,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1083,3,1,1,1,4,33,2,3,2,NA,1,1,4,1,3,2,2,2,NA,2,1,1,3,2,2,2,1,2,5,5,3,NA,1,1,2,4,NA,NA,4,4,NA,NA,NA,NA,NA,1,NA
1084,1,1,1,1,0,46,2,2,5,1,NA,NA,1,NA,2,1,1,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,2,NA,NA,NA,NA
1085,1,1,1,1,0,31,2,2,4,1,2,1,2,1,3,2,1,1,NA,1,2,2,1,3,1,1,1,2,5,6,1,2,1,1,2,4,NA,NA,1,5,NA,NA,NA,NA,NA,1,NA
1086,2,5,NA,4,0,35,1,3,6,1,1,1,4,NA,5,3,NA,NA,3,2,1,1,2,3,3,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,3,5,1,1,NA,NA,NA
1087,2,1,1,3,3,42,2,3,2,2,2,NA,4,1,6,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,NA,2,1,1,1,4,1,1,3,2,NA,NA,NA,NA,NA,NA,1
1088,1,1,1,1,2,30,2,3,4,1,2,2,3,1,5,2,2,NA,2,1,2,2,NA,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,NA,2,NA,NA,NA,NA
1089,4,1,1,2,7,38,2,3,4,1,1,NA,2,NA,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,2,1,1,4,1,2,4,5,NA,NA,NA,NA,NA,NA,1
1090,1,4,NA,2,1,52,2,4,4,1,3,1,3,NA,2,3,NA,NA,2,2,2,3,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,1,NA,NA
1091,8,1,1,13,1,49,2,3,NA,2,2,NA,1,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,NA,2,NA,1,3,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,1
1092,7,1,2,6,2,62,2,4,5,1,2,NA,3,1,1,3,2,3,NA,1,1,2,2,2,2,3,2,2,3,7,1,4,3,1,2,3,NA,NA,2,6,NA,NA,NA,NA,NA,1,NA
1093,8,1,1,NA,1,54,2,3,5,1,2,2,1,1,1,1,1,NA,2,1,2,2,3,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,2,1,NA,NA,NA
1094,2,1,1,7,2,38,2,1,6,2,1,NA,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,NA,8,2,NA,2,NA,1,2,4,2,NA,NA,NA,NA,NA,NA,NA
1095,4,4,NA,0,2,30,2,3,4,2,2,1,3,NA,1,3,NA,3,NA,1,2,2,3,2,2,3,1,1,3,7,1,3,2,1,2,3,NA,NA,3,12,NA,NA,NA,NA,NA,1,NA
1096,1,1,1,5,1,53,1,3,NA,2,NA,NA,4,1,5,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,0,2,1,2,4,1,1,4,5,NA,NA,NA,NA,NA,NA,1
1097,2,1,1,1,3,40,2,4,4,1,2,NA,2,1,6,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,1,1,2,4,1,2,4,0,NA,NA,NA,NA,NA,NA,2
1098,5,3,NA,2,2,67,1,3,2,2,3,1,4,2,6,1,NA,2,NA,1,2,1,2,3,2,1,2,6,3,7,1,2,2,1,1,4,NA,NA,1,1,1,1,1,1,3,1,NA
1099,5,3,NA,3,2,78,1,3,6,1,3,NA,2,1,5,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,NA,2,3,1,3,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,2
1100,5,1,3,1,2,66,2,3,4,2,2,1,2,NA,2,3,2,2,NA,3,3,2,2,2,2,2,2,6,3,7,3,2,1,1,1,4,NA,NA,5,2,5,5,1,1,NA,1,NA
1101,1,5,NA,2,0,57,2,3,4,1,2,2,4,2,6,2,NA,NA,2,2,2,1,2,3,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,3,NA,NA,NA
1102,1,4,NA,3,1,42,1,2,4,1,2,2,1,1,4,3,NA,2,NA,2,1,2,1,2,1,2,2,2,1,3,1,2,2,1,1,4,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
1103,1,5,NA,1,1,32,1,2,5,NA,2,NA,2,1,5,2,NA,NA,1,1,2,2,3,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,2,NA,NA
1104,2,5,NA,1,0,20,2,3,4,1,2,NA,1,NA,4,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,2,2,1,4,1,1,5,1,NA,NA,NA,NA,NA,NA,1
1105,1,2,NA,0,2,61,1,3,6,1,2,2,3,1,3,2,NA,3,NA,1,2,2,2,2,2,3,1,7,2,7,3,2,4,1,1,4,NA,NA,5,2,6,9,1,1,NA,1,NA
1106,7,4,NA,7,4,55,1,3,4,2,3,2,2,1,3,1,NA,NA,1,1,1,1,1,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,6,8,1,NA,NA,NA,NA
1107,2,5,NA,4,1,23,1,3,4,1,2,NA,2,2,6,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,NA,2,3,1,1,4,1,1,5,3,NA,NA,NA,NA,NA,NA,2
1108,8,3,NA,2,4,33,1,3,NA,2,3,1,1,1,1,3,NA,4,NA,1,2,2,2,2,2,2,1,2,3,3,2,2,3,2,2,1,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA
1109,8,1,5,6,3,62,2,1,6,1,2,NA,3,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,NA,3,4,2,1,3,1,2,5,10,NA,NA,NA,NA,NA,NA,1
1110,8,1,8,4,3,59,2,3,3,2,2,1,2,1,1,3,2,4,NA,2,1,1,3,1,2,2,2,4,4,7,3,3,3,1,2,3,NA,NA,4,6,5,5,1,2,NA,1,NA
1111,5,1,7,0,1,62,1,2,5,1,NA,NA,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,NA,2,3,1,2,4,1,1,1,8,NA,NA,NA,NA,NA,NA,2
1112,2,1,2,1,1,65,2,2,6,1,2,2,1,1,1,2,2,4,NA,1,2,3,2,2,2,3,3,6,6,7,2,2,4,1,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
1113,1,1,6,2,1,30,1,3,6,1,2,2,1,1,3,1,1,NA,1,1,2,2,1,1,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,1,2,NA,NA
1114,2,1,1,1,2,32,2,3,4,1,2,NA,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,NA,2,2,1,2,4,1,1,2,2,NA,NA,NA,NA,NA,NA,1
1115,7,1,1,3,1,40,2,2,4,1,2,2,1,1,3,2,2,3,NA,2,2,2,2,2,2,2,2,5,5,6,2,3,2,1,1,4,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA
1116,2,5,NA,4,0,25,2,NA,5,1,2,2,1,1,2,1,NA,2,NA,1,1,2,1,3,2,2,3,2,2,2,1,3,4,1,1,1,NA,NA,3,0,3,3,1,1,2,1,NA
1117,1,3,NA,3,0,53,1,2,3,2,NA,NA,4,NA,6,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,2,2,1,1,4,1,1,2,1,NA,NA,NA,NA,NA,NA,2
1118,5,2,NA,1,0,72,2,3,4,NA,NA,NA,4,2,6,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,7,NA,1,4,1,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,1
1119,1,1,1,0,0,26,2,3,5,1,2,NA,1,1,2,1,1,NA,2,2,1,2,2,2,1,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,2,NA,NA
1120,1,5,NA,4,0,33,1,2,4,1,NA,1,4,2,5,2,NA,2,NA,1,2,1,2,2,2,2,1,6,4,3,1,2,2,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
1121,1,1,5,4,2,65,2,4,NA,2,NA,2,3,1,1,3,2,NA,NA,3,2,1,2,NA,2,NA,2,5,7,7,1,2,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
1122,7,1,1,3,2,40,2,2,7,1,2,2,1,1,2,2,1,NA,1,2,1,2,3,3,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,NA,NA,NA,NA
1123,6,1,7,0,0,32,1,2,2,1,3,2,2,1,2,2,1,3,NA,1,2,1,2,2,1,3,2,5,5,3,3,2,2,1,2,4,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA
1124,8,3,NA,1,0,52,1,5,1,2,1,1,2,1,5,3,NA,5,NA,2,1,2,2,2,3,2,2,2,7,7,1,2,1,1,1,4,NA,NA,5,14,5,5,2,1,NA,1,NA
1125,1,1,8,3,2,50,2,4,6,1,NA,2,1,1,1,1,1,NA,1,1,3,3,2,2,2,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,NA,NA,NA,NA
1126,7,1,5,9,2,70,2,2,NA,NA,3,2,1,1,1,1,1,3,NA,3,2,2,3,NA,2,3,3,5,7,7,2,4,NA,2,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA
1127,5,1,5,1,2,73,2,3,5,2,NA,NA,1,1,1,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,2,2,1,3,1,1,1,2,4,NA,NA,NA,NA,NA,NA,2
1128,1,3,NA,3,0,53,2,3,6,1,2,1,1,1,1,2,NA,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,3,2,NA,NA
1129,7,2,NA,9,0,72,2,2,2,NA,3,2,1,1,1,2,NA,4,NA,1,2,2,2,1,2,2,2,1,2,7,2,4,3,1,1,1,NA,NA,1,3,5,5,2,1,1,1,NA
1130,1,1,7,4,3,66,1,3,7,1,2,2,2,1,5,2,1,NA,1,2,1,2,2,2,3,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,NA,1,NA,NA
1131,5,2,NA,8,2,89,1,NA,5,2,3,2,2,1,1,2,NA,2,NA,1,2,1,2,2,1,2,1,5,6,7,3,8,3,NA,3,1,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA
1132,5,1,5,5,1,63,2,3,1,2,1,2,2,1,2,2,2,NA,2,2,1,2,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
1133,1,1,1,1,0,26,2,3,5,1,2,2,1,1,1,1,1,2,NA,2,1,2,2,2,2,3,1,2,3,7,2,3,4,1,2,1,NA,NA,2,2,3,3,2,2,2,1,NA
1134,2,4,NA,11,4,43,1,1,4,1,2,2,3,1,4,2,NA,NA,1,1,1,2,2,NA,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,6,NA,2,NA,NA,NA,NA
1135,1,1,1,4,5,56,1,4,4,1,2,1,1,1,1,1,1,3,NA,1,2,2,3,3,2,3,2,5,3,6,3,2,1,1,1,4,NA,NA,3,2,3,3,2,1,NA,1,NA
1136,5,1,5,6,0,69,2,2,4,2,3,2,1,2,1,2,2,NA,1,1,2,2,2,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,NA,1,NA,NA
1137,1,1,1,4,2,27,2,3,NA,1,2,1,2,NA,2,1,1,NA,2,2,1,2,2,2,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,8,3,2,2,1,NA,NA
1138,7,1,1,3,2,43,2,2,5,2,2,2,1,1,2,1,1,NA,1,1,2,2,2,1,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,2,2,1,2,NA,NA
1139,5,2,NA,7,2,82,2,2,4,2,1,2,1,2,2,2,NA,4,NA,2,1,2,3,1,1,3,3,1,3,7,1,8,3,1,2,1,NA,NA,2,10,NA,NA,NA,NA,NA,1,NA
1140,1,1,1,7,3,53,2,3,4,2,3,1,1,2,1,1,1,NA,1,2,2,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1141,1,1,1,3,2,39,2,3,4,2,3,NA,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,NA,2,3,1,2,3,3,2,3,1,NA,NA,NA,NA,NA,NA,1
1142,1,1,1,3,3,51,2,2,6,2,3,2,1,1,2,1,1,1,NA,1,2,2,NA,2,3,3,2,3,3,7,1,8,3,1,2,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA
1143,8,1,2,4,2,63,2,1,4,2,2,2,2,1,2,1,1,5,NA,3,1,2,2,1,2,3,1,2,3,7,1,2,3,1,1,1,NA,NA,1,10,NA,NA,NA,NA,NA,1,NA
1144,1,1,1,1,2,43,2,3,5,NA,2,2,1,1,1,2,2,3,NA,2,1,2,2,2,3,3,2,5,5,7,2,2,3,1,2,1,NA,NA,2,2,1,5,2,1,2,1,NA
1145,1,5,NA,4,2,38,2,3,4,1,3,NA,3,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,3,1,1,3,3,1,2,2,1,NA,NA,NA,NA,NA,NA,1
1146,7,1,8,0,3,41,2,4,4,1,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,1,NA,NA,NA
1147,5,4,NA,0,8,68,2,2,1,2,2,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,NA,2,4,1,2,3,1,2,2,2,NA,NA,NA,NA,NA,NA,2
1148,1,5,NA,3,0,23,2,2,6,2,2,2,1,1,2,1,NA,2,NA,1,1,1,1,2,1,3,1,3,4,7,1,2,3,1,3,4,NA,NA,2,5,5,5,1,2,NA,1,NA
1149,5,1,7,1,3,77,1,2,2,1,2,NA,2,2,5,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,NA,2,2,1,2,4,1,1,1,4,NA,NA,NA,NA,NA,NA,1
1150,7,1,1,1,1,30,2,3,4,2,2,2,1,1,2,1,1,2,NA,2,1,2,1,2,2,1,1,7,2,7,1,2,2,1,2,3,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA
1151,1,5,NA,8,0,27,1,5,7,NA,1,NA,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,4,2,2,1,3,2,2,5,3,NA,NA,NA,NA,NA,NA,2
1152,2,5,NA,5,2,49,1,3,4,2,3,2,3,1,1,3,NA,NA,3,2,2,2,2,3,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
1153,7,1,1,2,1,36,1,3,6,1,2,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,3,4,2,2,1,1,2,3,2,NA,NA,NA,NA,NA,NA,1
1154,5,4,NA,9,3,67,1,3,4,1,2,2,1,2,5,1,NA,NA,2,2,2,2,3,3,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1155,5,3,NA,6,6,70,1,2,2,1,2,NA,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,NA,4,1,2,1,4,1,1,2,5,NA,NA,NA,NA,NA,NA,2
1156,2,1,1,2,2,43,2,2,4,1,2,2,2,2,1,2,1,NA,2,2,1,2,2,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,3,1,1,NA,NA,NA
1157,1,3,NA,3,0,58,2,3,7,1,2,NA,1,1,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,NA,2,4,1,1,1,1,1,4,6,NA,NA,NA,NA,NA,NA,1
1158,1,5,NA,3,4,35,2,2,4,2,1,2,2,1,1,3,NA,4,NA,2,2,2,2,1,1,1,2,3,5,7,1,3,2,1,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA
1159,2,5,NA,1,3,27,2,2,4,1,1,2,1,1,1,3,NA,3,NA,3,3,2,2,1,1,2,1,3,4,6,1,8,4,1,3,4,NA,NA,4,2,5,3,1,1,1,2,NA
1160,4,5,NA,13,2,32,2,4,2,2,2,2,1,1,1,2,NA,NA,2,2,1,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1161,1,5,NA,17,1,40,2,3,3,2,1,NA,2,1,2,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,3,1,1,1,4,1,1,2,4,NA,NA,NA,NA,NA,NA,1
1162,4,1,2,1,3,54,2,3,4,2,2,2,1,1,1,2,1,4,NA,2,1,2,3,2,3,3,2,2,4,7,2,2,4,1,2,1,NA,NA,4,12,NA,NA,NA,NA,NA,1,NA
1163,5,3,NA,5,3,73,2,2,2,2,1,2,1,1,1,2,NA,NA,2,2,1,2,2,3,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,2,2,1,1,NA,NA
1164,7,2,NA,8,4,55,2,2,NA,1,1,NA,1,1,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,8,4,NA,NA,NA,2,2,2,6,NA,NA,NA,NA,NA,NA,2
1165,6,5,NA,5,1,23,2,3,2,2,2,1,1,1,1,2,NA,2,NA,1,1,2,2,1,1,1,1,1,2,5,3,4,1,1,1,2,NA,NA,4,3,5,4,1,3,NA,1,NA
1166,4,5,NA,3,0,21,1,3,4,2,1,NA,2,1,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,3,2,1,1,4,2,2,4,4,NA,NA,NA,NA,NA,NA,1
1167,2,5,NA,5,0,20,1,3,4,2,3,2,3,1,1,2,NA,2,NA,2,3,2,2,NA,2,3,2,3,2,7,1,3,4,1,2,1,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
1168,2,1,1,2,3,47,2,3,2,1,2,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,NA,3,2,1,1,4,2,2,1,2,NA,NA,NA,NA,NA,NA,2
1169,1,1,5,2,2,62,1,2,4,1,2,1,2,1,1,2,1,NA,2,2,2,1,2,2,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,3,3,1,1,2,NA,NA
1170,4,5,NA,1,0,31,1,3,NA,1,2,1,4,2,6,2,NA,2,NA,1,2,2,3,3,2,2,2,5,2,6,2,1,1,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
1171,5,1,5,3,2,64,1,1,4,1,2,2,2,2,1,2,1,4,NA,2,2,2,2,3,2,3,2,1,3,7,2,2,3,1,1,4,NA,NA,4,8,5,2,1,1,NA,1,NA
